"DATE","TIME PERIOD","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.A)","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.E)","Australian dollar/Euro (EXR.M.AUD.EUR.SP00.E)","Bulgarian lev/Euro (EXR.M.BGN.EUR.SP00.E)","Brazilian real/Euro (EXR.M.BRL.EUR.SP00.E)","Canadian dollar/Euro (EXR.M.CAD.EUR.SP00.E)","Swiss franc/Euro (EXR.M.CHF.EUR.SP00.E)","Chinese yuan renminbi/Euro (EXR.M.CNY.EUR.SP00.E)","Euro/Cyprus pound (EXR.M.CYP.EUR.SP00.A)","Czech koruna/Euro (EXR.M.CZK.EUR.SP00.E)","Danish krone/Euro (EXR.M.DKK.EUR.SP00.E)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.A)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.E)","Euro/Estonian kroon (EXR.M.EEK.EUR.SP00.A)","Egyptian pound/Euro (EXR.M.EGP.EUR.SP00.E)","UK pound sterling/Euro (EXR.M.GBP.EUR.SP00.E)","Euro/Greek drachma (EXR.M.GRD.EUR.SP00.A)","Hong Kong dollar/Euro (EXR.M.HKD.EUR.SP00.E)","Euro/Croatian kuna (EXR.M.HRK.EUR.SP00.E)","Hungarian forint/Euro (EXR.M.HUF.EUR.SP00.E)","Indonesian rupiah/Euro (EXR.M.IDR.EUR.SP00.E)","Israeli shekel/Euro (EXR.M.ILS.EUR.SP00.E)","Indian rupee/Euro (EXR.M.INR.EUR.SP00.E)","Iceland krona/Euro (EXR.M.ISK.EUR.SP00.A)","Japanese yen/Euro (EXR.M.JPY.EUR.SP00.E)","Korean won (Republic)/Euro (EXR.M.KRW.EUR.SP00.E)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.A)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.E)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.A)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.E)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.A)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.E)","Euro/Maltese lira (EXR.M.MTL.EUR.SP00.A)","Mexican peso/Euro (EXR.M.MXN.EUR.SP00.E)","Malaysian ringgit/Euro (EXR.M.MYR.EUR.SP00.E)","Norwegian krone/Euro (EXR.M.NOK.EUR.SP00.E)","New Zealand dollar/Euro (EXR.M.NZD.EUR.SP00.E)","Philippine peso/Euro (EXR.M.PHP.EUR.SP00.E)","Polish zloty/Euro (EXR.M.PLN.EUR.SP00.E)","Romanian leu/Euro (EXR.M.RON.EUR.SP00.E)","Russian rouble/Euro (EXR.M.RUB.EUR.SP00.E)","Swedish krona/Euro (EXR.M.SEK.EUR.SP00.E)","Singapore dollar/Euro (EXR.M.SGD.EUR.SP00.E)","Euro/Slovenian tolar (EXR.M.SIT.EUR.SP00.A)","Euro/Slovak koruna (EXR.M.SKK.EUR.SP00.A)","Thai baht/Euro (EXR.M.THB.EUR.SP00.E)","Turkish lira/Euro (EXR.M.TRY.EUR.SP00.E)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.A)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.E)","US dollar/Euro (EXR.M.USD.EUR.SP00.E)","South African rand/Euro (EXR.M.ZAR.EUR.SP00.E)"
"2006-12-31","2006Dec","4.0447","4.0500","1.6691","1.9558","2.8141","1.5281","1.6069","10.2793","0.57811","27.4850","7.4560","94.1546","93.7301","15.6466","7.5214","0.6715","","10.2409","7.3504","251.7700","11844.4400","5.5677","58.2180","91.5932","156.9300","1224.8100","3.45280","3.45280","0.6976","0.6972","11.1583","11.1464","0.4293","14.2899","4.6490","8.2380","1.8725","64.5460","3.8310","3.3835","34.6800","9.0404","2.0202","239.6595","34.967","46.7700","1.8640","42.9537","42.9120","1.3170","9.2124"
"2007-01-31","2007Jan","4.0109","4.0300","1.6786","1.9558","2.7583","1.5325","1.6214","10.0703","0.57842","28.1630","7.4553","93.3360","92.8724","15.6466","7.3873","0.6633","","10.1132","7.3675","257.2200","11788.1400","5.5269","57.1360","91.0245","157.2700","1219.1700","3.45280","3.45280","0.6975","0.6963","11.1244","11.1237","0.4293","14.3060","4.5345","8.1480","1.8975","63.3190","3.9274","3.4049","34.3890","9.0520","1.9917","","34.751","44.7560","1.8405","42.5910","42.6700","1.2954","9.4166"
"2007-02-28","2007Feb","4.0565","4.1000","1.6761","1.9558","2.7989","1.5419","1.6136","10.2260","0.57918","28.2950","7.4527","93.4446","94.8837","15.6466","7.5240","0.6737","","10.3197","7.3488","254.7000","12063.6200","5.5609","58.3730","88.0005","156.4500","1244.1500","3.45280","3.45280","0.7003","0.7061","11.1237","11.1492","0.4293","14.7395","4.6278","8.1200","1.8870","64.1390","3.9181","3.3975","34.5260","9.2763","2.0186","","34.490","44.9000","1.8715","43.1087","43.5330","1.3211","9.5849"
"2007-03-31","2007Mar","4.1073","4.1400","1.6484","1.9558","2.7151","1.5366","1.6247","10.2951","0.57985","28.0100","7.4508","95.0221","95.5896","15.6466","7.5860","0.6798","","10.4070","7.4050","247.8000","12152.6800","5.5515","57.6320","88.6868","157.3200","1253.0200","3.45280","3.45280","0.7088","0.7097","11.1536","11.1897","0.4293","14.6566","4.6047","8.1190","1.8644","64.2000","3.8668","3.3547","34.6580","9.3462","2.0204","","33.813","43.0570","1.8455","43.7268","44.0800","1.3318","9.7005"
"2007-04-30","2007Apr","4.1732","4.2000","1.6427","1.9558","2.7668","1.5187","1.6458","10.4812","0.58148","28.1230","7.4505","95.4534","95.4937","15.6466","7.7330","0.6827","","10.6396","7.3615","247.1800","12357.4200","5.4808","55.8420","88.3563","162.8200","1266.4900","3.45280","3.45280","0.7036","0.6978","11.1871","11.2159","0.4293","14.8724","4.6556","8.1265","1.8393","64.5900","3.7810","3.3293","35.0100","9.1523","2.0679","","33.491","44.6450","1.8540","44.8112","45.3020","1.3605","9.5946"
"2007-05-31","2007May","4.1629","4.1400","1.6269","1.9558","2.5948","1.4388","1.6477","10.2870","0.58303","28.3240","7.4488","95.6024","94.5640","15.6466","7.6601","0.6801","","10.5055","7.3140","250.2500","11879.0000","5.4311","54.3660","85.1195","163.5600","1248.1700","3.45280","3.45280","0.6965","0.6962","11.1997","11.1556","0.4293","14.4675","4.5720","8.1195","1.8312","62.2200","3.8152","3.2716","34.8280","9.2945","2.0584","","33.736","44.3370","1.7775","44.9527","44.4360","1.3453","9.6110"
"2007-06-30","2007Jun","4.1290","4.1600","1.5885","1.9558","2.5962","1.4245","1.6553","10.2816","0.58352","28.7180","7.4422","94.1992","94.0672","15.6466","7.6874","0.6740","","10.5569","7.3035","246.1500","12201.7700","5.7279","54.9490","84.2619","166.6300","1247.7300","3.45280","3.45280","0.6963","0.6963","11.1728","11.1592","0.4293","14.5956","4.6626","7.9725","1.7502","62.4610","3.7677","3.1340","34.8070","9.2525","2.0664","","34.002","42.6150","1.7740","44.2430","44.2240","1.3505","9.5531"
"2007-07-31","2007Jul","4.2682","4.2700","1.5951","1.9558","2.5471","1.4540","1.6519","10.3795","0.58412","28.0370","7.4409","95.3364","94.7179","15.6466","7.7442","0.6740","","10.7258","7.3085","250.4500","12644.7100","5.8852","55.1530","83.1636","163.5900","1260.0800","3.45280","3.45280","0.6969","0.6967","11.2142","11.1870","0.4293","14.9419","4.7351","7.9595","1.7750","62.0930","3.7890","3.1590","35.0060","9.1900","2.0712","","33.326","41.1210","1.7498","44.9891","44.9780","1.3707","9.7400"
"2007-08-31","2007Aug","4.2965","4.3300","1.6692","1.9558","2.6841","1.4446","1.6451","10.3404","0.58420","27.7260","7.4491","94.6660","93.8161","15.6466","7.7513","0.6780","","10.6866","7.3207","253.9100","12869.0000","5.6548","55.7720","88.4635","159.2500","1285.8700","3.45280","3.45280","0.6978","0.6980","11.2142","11.2405","0.4293","15.1357","4.7988","7.9440","1.9347","63.7830","3.8162","3.2666","35.0670","9.3662","2.0848","","33.603","44.5280","1.7817","44.9020","45.2300","1.3705","9.7790"
"2007-09-30","2007Sep","4.3705","4.4700","1.6073","1.9558","2.6150","1.4122","1.6601","10.6429","0.58420","27.5320","7.4544","95.5381","95.9557","15.6466","7.9222","0.6968","","11.0055","7.2773","250.6900","12966.7000","5.6979","56.3640","88.5885","163.5500","1297.5900","3.45280","3.45280","0.7021","0.7038","11.2415","11.2927","0.4293","15.4901","4.8315","7.7185","1.8737","63.8410","3.7730","3.3441","35.3490","9.2147","2.1066","","33.829","45.0630","1.7159","45.8752","46.3230","1.4179","9.7562"
"2007-10-31","2007Oct","4.4930","4.5300","1.5658","1.9558","2.5204","1.3768","1.6762","10.7818","0.58420","26.9730","7.4547","96.7064","95.7367","15.6466","7.9636","0.6973","","11.1966","7.3463","251.4100","13142.4400","5.7126","56.6940","86.3013","166.4900","1301.3900","3.45280","3.45280","0.7030","0.7022","11.2937","11.2885","0.4293","15.4799","4.8181","7.7910","1.8863","63.1040","3.6377","3.3360","35.6750","9.2191","2.0931","","33.624","45.7870","1.6987","46.3178","46.8120","1.4447","9.4822"
"2007-11-30","2007Nov","4.6041","4.6400","1.6643","1.9558","2.6162","1.4695","1.6541","10.9231","0.58420","26.2610","7.4575","97.9506","98.4601","15.6466","8.1705","0.7146","","11.4954","7.3240","253.0000","13831.0600","5.6541","58.3620","89.3441","163.4300","1359.7100","3.45280","3.45280","0.7005","0.7005","11.3543","11.3655","0.4293","16.0866","4.9663","8.1140","1.9105","63.1330","3.6133","3.4861","36.0060","9.3715","2.1336","","33.232","45.3650","1.7340","47.4798","47.6320","1.4761","9.9560"
"2007-12-31","2007Dec","4.5811","4.6300","1.6757","1.9558","2.5914","1.4449","1.6547","10.7524","0.58511","26.6280","7.4583","97.8789","98.0684","15.6466","8.1160","0.7334","","11.4800","7.3308","253.7300","13826.7000","5.6539","57.8620","90.8205","164.9300","1377.9600","3.45280","3.45280","0.6975","0.6964","11.3535","11.3485","0.4293","16.0732","4.8682","7.9580","1.9024","60.7240","3.5935","3.6077","35.9860","9.4415","2.1163","","33.404","43.8000","1.7170","47.2302","47.7530","1.4721","10.0298"
"2008-01-31","2008Jan","4.6286","4.6900","1.6682","1.9558","2.6241","1.4846","1.6051","10.6793","","26.0700","7.4528","98.4187","98.9078","15.6466","8.2529","0.7477","","11.5951","7.2284","259.4600","13749.5500","5.3906","58.5020","94.4986","157.9300","1404.0300","3.45280","3.45280","0.6982","0.6978","11.3579","11.3770","","16.1087","4.8112","8.0760","1.8960","60.2240","3.6244","3.7170","36.3140","9.4725","2.1078","","33.546","46.4500","1.7483","47.6394","47.8610","1.4870","11.1115"
"2008-02-29","2008Feb","4.6581","4.7900","1.6226","1.9558","2.5496","1.4895","1.5885","10.7860","","25.2280","7.4515","98.3175","100.3024","15.6466","8.3362","0.7652","","11.8027","7.2715","264.1500","13800.0000","5.5119","60.5730","98.0648","158.0300","1425.0700","3.45280","3.45280","0.6967","0.6970","11.3616","11.4140","","16.2363","4.8451","7.9140","1.8854","61.1530","3.5305","3.7330","36.4511","9.3948","2.1162","","33.085","46.7900","1.8183","46.6587","46.9400","1.5167","11.7309"
"2008-03-31","2008Mar","4.9005","5.0000","1.7334","1.9558","2.7554","1.6226","1.5738","11.0874","","25.3350","7.4568","101.7121","103.1557","15.6466","8.6049","0.7958","","12.3075","7.2690","259.4300","14570.7600","5.6214","63.2800","112.0774","157.3700","1566.9700","3.45280","3.45280","0.6970","0.6982","11.4601","11.4898","","16.8983","5.0575","8.0510","2.0079","65.7150","3.5220","3.7268","37.1130","9.3970","2.1819","","32.499","49.7840","2.0675","47.5323","48.0370","1.5812","12.8118"
"2008-04-30","2008Apr","4.9873","4.9200","1.6614","1.9558","2.6430","1.5689","1.6147","10.8586","","25.2050","7.4620","102.2533","99.2074","15.6466","8.3411","0.7902","","12.1127","7.2681","253.3200","14330.9900","5.3439","62.9240","116.6523","162.6200","1562.5500","3.45280","3.45280","0.6974","0.6983","11.4849","11.5065","","16.3597","4.9091","7.9740","1.9992","65.6100","3.4515","3.6790","36.8320","9.3575","2.1149","","32.374","49.2150","2.0030","47.7983","47.3520","1.5540","11.8205"
"2008-05-31","2008May","4.9057","4.8200","1.6212","1.9558","2.5391","1.5382","1.6276","10.7657","","25.0880","7.4588","98.6152","97.3902","15.6466","8.2855","0.7860","","12.1049","7.2498","241.3300","14445.7000","5.0274","65.8450","117.4590","163.7400","1595.3900","3.45280","3.45280","0.6987","0.7013","11.4679","11.4548","","16.0105","5.0246","7.9080","1.9812","67.8240","3.3749","3.6256","36.8000","9.3280","2.1183","","31.466","50.4050","1.8834","47.6021","47.1450","1.5508","11.8211"
"2008-06-30","2008Jun","4.7414","4.7700","1.6371","1.9558","2.5112","1.5942","1.6056","10.8051","","23.8930","7.4579","98.1918","98.9606","15.6466","8.4062","0.7923","","12.2943","7.2365","235.4300","14550.1700","5.2764","67.6730","123.2838","166.4400","1652.2200","3.45280","3.45280","0.7032","0.7047","11.4652","11.4847","","16.2298","5.1509","8.0090","2.0632","70.8670","3.3513","3.6415","36.9477","9.4703","2.1446","","30.322","52.7380","1.9323","47.2145","47.8450","1.5764","12.3426"
"2008-07-31","2008Jul","4.7648","4.7200","1.6545","1.9558","2.4419","1.5970","1.6354","10.6651","","23.9470","7.4613","97.5747","95.9833","15.6466","8.2933","0.7890","","12.1809","7.2263","231.2600","14198.2000","5.4429","66.3460","123.6122","169.0200","1579.0500","3.45280","3.45280","0.7035","0.7043","11.4851","11.4675","","15.6375","5.0829","8.0205","2.1296","68.9000","3.2063","3.5098","36.5767","9.4649","2.1354","","30.319","52.3280","1.8090","47.9509","47.7950","1.5611","11.4590"
"2008-08-31","2008Aug","4.5419","4.4600","1.7066","1.9558","2.4071","1.5510","1.6164","10.0714","","24.7350","7.4580","91.8493","89.7288","15.6466","7.9061","0.8050","","11.5034","7.1515","237.6800","13482.5300","5.2827","64.4890","122.0690","160.2200","1602.8000","3.45280","3.45280","0.7039","0.7035","11.3898","11.3603","","15.1100","5.0003","7.9435","2.0890","67.7600","3.3508","3.5370","36.2401","9.4381","2.0846","","30.334","50.4530","1.7415","46.7226","46.4800","1.4735","11.3597"
"2008-09-30","2008Sep","4.4241","4.4600","1.7739","1.9558","2.7525","1.4961","1.5774","9.7954","","24.6600","7.4611","87.5744","86.9182","15.6466","7.7980","0.7903","","11.1124","7.1049","242.8300","13487.7300","4.9497","66.4750","131.3277","150.4700","1726.3000","3.45280","3.45280","0.7060","0.7086","11.3127","11.3040","","15.7126","4.9238","8.3330","2.1143","67.3000","3.3967","3.7413","36.4095","9.7943","2.0439","","30.283","48.4730","1.8136","45.9491","46.0350","1.4303","11.8270"
"2008-10-31","2008Oct","4.3035","4.3100","1.9247","1.9558","2.6906","1.5681","1.4686","8.7252","","24.2200","7.4467","82.9443","85.3380","15.6466","7.1120","0.7869","","9.8880","7.1696","261.4300","13905.1300","4.8202","62.9560","274.6448","124.9700","1666.1300","3.45280","3.45280","0.7093","0.7095","11.1614","11.0753","","16.1695","4.5300","8.5300","2.1887","62.1900","3.5966","3.6798","34.5256","9.9060","1.8928","","30.459","44.7260","1.9906","43.5178","42.0750","1.2757","12.8383"
"2008-11-30","2008Nov","4.2375","4.2900","1.9533","1.9558","2.9707","1.5775","1.5455","8.6988","","25.2090","7.4517","86.6046","89.7517","15.6466","7.0253","0.8299","","9.8641","7.1288","259.5600","15590.5800","5.0048","63.3410","242.9500","121.4600","1860.6900","3.45280","3.45280","0.7092","0.7095","11.0709","11.0707","","16.9295","4.6116","8.9200","2.3212","62.3000","3.7748","3.7925","35.4978","10.3057","1.9230","","30.385","45.2000","2.0097","42.1513","42.3700","1.2727","12.8495"
"2008-12-31","2008Dec","4.6038","4.8000","2.0274","1.9558","3.2436","1.6998","1.4850","9.4956","","26.8750","7.4506","95.1385","98.2110","15.6466","7.6752","0.9525","","10.7858","7.3555","266.7000","15239.1200","5.2919","67.4370","290.0000","126.1400","1839.1300","3.45280","3.45280","0.7084","0.7083","11.1795","11.2506","","19.2333","4.8048","9.7500","2.4191","65.9300","4.1535","4.0225","41.2830","10.8700","2.0040","","30.196","48.2850","2.1488","44.5667","45.7000","1.3917","13.0667"
"2009-01-31","2009Jan","4.5857","4.4700","2.0115","1.9558","2.9640","1.5895","1.4871","8.7636","","27.8820","7.4531","94.8786","92.3265","15.6466","7.1340","0.8979","","9.9399","7.3700","299.0800","14610.2400","5.1796","62.4010","","114.9800","1787.8300","3.45280","3.45280","0.7043","0.6992","11.1506","11.0847","","18.4230","4.6234","8.8875","2.5268","59.6600","4.4620","4.3090","45.7585","10.6090","1.9346","","","44.8110","2.1170","44.1860","43.1850","1.2816","13.1411"
"2009-02-28","2009Feb","4.4875","4.5000","1.9891","1.9558","3.0093","1.5985","1.4841","8.6482","","28.0900","7.4504","91.9070","91.6311","15.6466","7.0522","0.8931","","9.8053","7.4334","300.4600","15147.5100","5.2591","64.5730","","123.2300","1950.9100","3.45280","3.45280","0.7056","0.7095","11.0797","11.0564","","19.1416","4.6852","8.8860","2.5275","61.5800","4.7030","4.3025","45.4977","11.4524","1.9559","","","45.7140","2.1558","43.8073","44.1800","1.2644","12.8146"
"2009-03-31","2009Mar","4.7664","4.9400","1.9216","1.9558","3.0767","1.6685","1.5152","9.0942","","27.3880","7.4482","95.1542","99.7674","15.6466","7.5030","0.9308","","10.3140","7.4769","308.1800","15570.3600","5.5756","67.3920","","131.1700","1840.6300","3.45280","3.45280","0.7083","0.7096","11.1166","11.1615","","18.7623","4.8514","8.8900","2.3288","64.3200","4.6885","4.2385","45.0320","10.9400","2.0234","","","47.2230","2.2212","44.7877","45.1250","1.3308","12.6140"
"2009-04-30","2009Apr","4.8710","4.9400","1.8146","1.9558","2.8850","1.5786","1.5066","9.0575","","26.7010","7.4484","96.4549","96.4562","15.6466","7.4791","0.8934","","10.2881","7.4101","289.7300","14071.5000","5.5299","66.2620","","130.3400","1696.8800","3.45280","3.45280","0.7093","0.7093","11.1436","11.1581","","18.2950","4.7259","8.7245","2.3378","63.9240","4.3993","4.1892","43.8630","10.6915","1.9620","","","46.8080","2.1145","44.4165","44.0300","1.3275","11.2426"
"2009-05-31","2009May","5.0835","5.2700","1.7671","1.9558","2.8320","1.5501","1.5128","9.6263","","26.8250","7.4453","98.7174","101.7594","15.6466","7.9259","0.8729","","10.9273","7.3500","282.4800","14539.2600","5.5237","66.4260","","135.2200","1764.0400","3.45280","3.45280","0.7092","0.7093","11.2131","11.2759","","18.4340","4.9167","8.8785","2.2135","66.5160","4.4762","4.1825","43.4455","10.6678","2.0350","","","48.3770","2.1737","44.8558","46.0100","1.4098","11.2413"
"2009-06-30","2009Jun","5.2786","5.3500","1.7359","1.9558","2.7469","1.6275","1.5265","9.6545","","25.8820","7.4470","102.3052","103.5492","15.6466","7.9066","0.8521","","10.9540","7.2730","271.5500","14427.5800","5.5142","67.5180","","135.5100","1802.4300","3.45280","3.45280","0.7015","0.7036","11.2698","11.2807","","18.5537","4.9681","9.0180","2.1656","67.8650","4.4520","4.2072","43.8810","10.8125","2.0441","","","48.1400","2.1614","45.9518","46.3650","1.4134","10.8853"
"2009-07-31","2009Jul","5.3617","5.4100","1.7060","1.9558","2.6482","1.5234","1.5317","9.6592","","25.5730","7.4461","102.9625","103.2747","15.6466","7.8438","0.8556","","10.9570","7.3523","266.5300","14068.3700","5.3731","67.9500","","135.3300","1728.7100","3.45280","3.45280","0.7006","0.7023","11.2779","11.2812","","18.6678","4.9801","8.7150","2.1578","67.9410","4.1590","4.2185","44.5400","10.3358","2.0377","","","48.1120","2.0870","46.3652","46.3900","1.4138","11.0368"
"2009-08-31","2009Aug","5.4748","5.5000","1.7087","1.9558","2.7089","1.5793","1.5168","9.7486","","25.3760","7.4431","103.9299","103.8217","15.6466","7.8881","0.8814","","11.0620","7.3640","271.8500","14390.1500","5.4395","69.7900","","133.1000","1783.2800","3.45280","3.45280","0.7013","0.7031","11.3003","11.2997","","19.0246","5.0259","8.6070","2.0973","69.6670","4.1040","4.2238","45.4645","10.2191","2.0602","","","48.5320","2.1480","46.9050","46.9900","1.4272","11.1136"
"2009-09-30","2009Sep","5.5955","5.6300","1.6596","1.9558","2.6050","1.5709","1.5078","9.9958","","25.1640","7.4443","105.5724","106.1314","15.6466","8.0553","0.9093","","11.3485","7.2580","269.7000","14130.0300","5.5034","70.0010","","131.0700","1723.9500","3.45280","3.45280","0.7039","0.7079","11.3383","11.3486","","19.7454","5.0679","8.4600","2.0287","69.3180","4.2295","4.2180","43.9800","10.2320","2.0654","","","48.9880","2.1734","47.4411","47.0950","1.4643","10.8984"
"2009-10-31","2009Oct","5.6709","5.6500","1.6274","1.9558","2.5574","1.5952","1.5123","10.1047","","26.4580","7.4430","107.0366","107.1484","15.6466","8.1000","0.8938","","11.4702","7.2295","273.3900","14180.7400","5.5515","69.5750","","134.6600","1748.0200","3.45280","3.45280","0.7088","0.7091","11.3715","11.3681","","19.3214","5.0505","8.3915","2.0346","70.4810","4.2410","4.3045","43.0100","10.3845","2.0695","","","49.4840","2.2110","47.8855","48.1050","1.4800","11.4519"
"2009-11-30","2009Nov","5.6852","5.7200","1.6452","1.9558","2.6251","1.5882","1.5071","10.2564","","26.1350","7.4424","107.7158","108.3848","15.6466","8.2281","0.9116","","11.6431","7.3160","273.8800","14222.6400","5.7059","69.7590","","129.7700","1746.8800","3.45280","3.45280","0.7088","0.7088","11.3843","11.3965","","19.3984","5.0966","8.5125","2.1019","70.9180","4.1441","4.2706","43.9800","10.4533","2.0789","","","49.9510","2.2980","48.2033","48.2950","1.5023","11.1421"
"2009-12-31","2009Dec","5.5636","5.4800","1.6008","1.9558","2.5113","1.5128","1.4836","9.8350","","26.4730","7.4418","105.6218","103.4656","15.6466","7.9013","0.8881","","11.1709","7.3000","270.4200","13626.1300","5.4524","67.0400","","133.1600","1666.9700","3.45280","3.45280","0.7077","0.7093","11.3474","11.3168","","18.9223","4.9326","8.3000","1.9803","66.5070","4.1045","4.2363","43.1540","10.2520","2.0194","","","47.9860","2.1547","47.1491","46.0650","1.4406","10.6660"
"2010-01-31","2010Jan","5.4293","5.3400","1.5639","1.9558","2.6006","1.4924","1.4662","9.5343","","26.2230","7.4443","102.8268","101.2381","15.6466","7.6335","0.8666","","10.8470","7.3150","271.1500","13071.2300","5.1972","64.5160","","126.1500","1622.0000","3.45280","3.45280","0.7088","0.7087","11.3013","11.2635","","18.1907","4.7638","8.2120","1.9771","64.9220","4.0463","4.1055","42.3400","10.2388","1.9609","","","46.3320","2.0793","45.4930","44.6600","1.3966","10.5704"
"2010-02-28","2010Feb","5.2683","5.2373","1.5240","1.9558","2.4719","1.4354","1.4638","9.2629","","25.9700","7.4428","99.7747","98.9894","15.6466","7.4499","0.8927","","10.5336","7.2756","269.9000","12652.0400","5.1347","62.5640","","120.9200","1573.9500","3.45280","3.45280","0.7090","0.7092","11.2187","11.2003","","17.3642","4.6175","8.0435","1.9549","62.5960","3.9698","4.1145","40.7305","9.7260","1.9090","","","44.8690","2.1016","43.9005","43.5100","1.3570","10.5049"
"2010-03-31","2010Mar","5.2390","5.2204","1.4741","1.9558","2.4043","1.3687","1.4276","9.2006","","25.4400","7.4447","98.9435","98.5394","15.6466","7.4215","0.8898","","10.4653","7.2638","265.7500","12227.2600","4.9903","60.5140","","125.9300","1525.1100","3.45280","3.45280","0.7083","0.7085","11.2004","11.1930","","16.6573","4.3968","8.0135","1.9024","60.9200","3.8673","4.0970","39.6950","9.7135","1.8862","","","43.5980","2.0512","43.2378","42.8750","1.3479","9.8922"
"2010-04-30","2010Apr","5.1942","5.1596","1.4292","1.9558","2.2959","1.3379","1.4341","9.0878","","25.5270","7.4425","98.0000","97.7055","15.6466","7.4018","0.8703","","10.3367","7.2530","266.8200","11996.5400","4.9472","59.0650","","125.8100","1475.4600","3.45280","3.45280","0.7076","0.7074","11.1785","11.1620","","16.2460","4.2402","7.8445","1.8254","59.1880","3.9163","4.1300","38.8390","9.6217","1.8217","","","43.0810","1.9757","42.2210","41.8100","1.3315","9.7628"
"2010-05-31","2010May","4.8984","4.8053","1.4576","1.9558","2.2343","1.2894","1.4230","8.4031","","25.5050","7.4395","93.4494","91.5585","15.6466","6.9679","0.8486","","9.5905","7.2635","275.5300","11276.1400","4.7579","57.0550","","112.6200","1479.4200","3.45280","3.45280","0.7075","0.7090","11.0510","11.0045","","15.8822","4.0139","7.9390","1.8120","56.9180","4.0791","4.1855","38.0340","9.6230","1.7225","","","40.0700","1.9360","40.0876","39.3250","1.2307","9.4552"
"2010-06-30","2010Jun","4.7897","4.8225","1.4403","1.9558","2.2082","1.2890","1.3283","8.3215","","25.6910","7.4488","91.3527","91.5358","15.6466","6.9893","0.8175","","9.5549","7.1980","286.0000","11121.8500","4.7639","56.9930","","108.7900","1499.5900","3.45280","3.45280","0.7082","0.7093","11.0046","11.0230","","15.7363","3.9730","7.9725","1.7761","56.8730","4.1470","4.3700","38.2820","9.5259","1.7160","","","39.7670","1.9400","39.4170","39.5850","1.2271","9.3808"
"2010-07-31","2010Jul","5.0227","5.1265","1.4466","1.9558","2.2924","1.3454","1.3541","8.8265","","24.7770","7.4510","94.9450","96.1967","15.6466","7.4273","0.8349","","10.1180","7.2361","285.6200","11647.0900","4.9333","60.4500","","112.6200","1543.0300","3.45280","3.45280","0.7090","0.7088","11.1010","11.1225","","16.5740","4.1442","7.9405","1.8013","59.3430","4.0085","4.2508","39.4173","9.4333","1.7733","","","42.0480","1.9703","41.0730","41.7500","1.3028","9.5616"
"2010-08-31","2010Aug","5.0754","5.0073","1.4304","1.9558","2.2347","1.3489","1.2935","8.6318","","24.8500","7.4448","96.2684","95.4109","15.6466","7.2352","0.8248","","9.8653","7.2725","287.6800","11471.8200","4.8417","59.6750","","107.0700","1520.0500","3.45280","3.45280","0.7085","0.7093","11.1150","11.0875","","16.7820","3.9936","8.0245","1.8187","57.4560","4.0135","4.2568","39.1038","9.3890","1.7193","","","39.6700","1.9373","41.1884","40.6950","1.2680","9.4044"
"2010-09-30","2010Sep","5.1631","5.4094","1.4070","1.9558","2.3201","1.4073","1.3287","9.1321","","24.6000","7.4519","97.8784","101.1167","15.6466","7.7698","0.8600","","10.5918","7.3058","275.7500","12173.4400","4.9517","61.2470","","113.6800","1550.6500","3.45280","3.45280","0.7091","0.7094","11.1388","11.2138","","17.1258","4.2101","7.9680","1.8436","59.8690","3.9847","4.2718","41.6923","9.1421","1.7942","","","41.4420","1.9806","41.5070","42.7500","1.3648","9.5438"
"2010-10-31","2010Oct","5.4986","5.4818","1.4216","1.9558","2.3638","1.4150","1.3708","9.2437","","24.5980","7.4562","102.4310","102.1508","15.6466","8.0021","0.8686","","10.7467","7.3470","271.7600","12383.8900","5.0428","61.5200","","111.8700","1557.9000","3.45280","3.45280","0.7094","0.7097","11.2536","11.2443","","17.1544","4.3090","8.1920","1.8280","59.7410","3.9820","4.2663","42.7523","9.3610","1.7968","","","41.5090","1.9887","42.9195","42.4350","1.3857","9.6827"
"2010-11-30","2010Nov","5.4182","5.1700","1.3595","1.9558","2.2373","1.3306","1.2990","8.6658","","24.9150","7.4529","100.9828","97.0766","15.6466","7.5257","0.8377","","10.0979","7.4260","284.1800","11765.0900","4.7892","59.7400","","109.0000","1510.5100","3.45280","3.45280","0.7094","0.7093","11.2222","11.1047","","16.3190","4.1171","8.0910","1.7557","57.3610","4.0692","4.2925","40.9545","9.1715","1.7219","","","39.2540","1.9645","41.4286","39.6200","1.2998","9.2714"
