"DATE","TIME PERIOD","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.A)","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.E)","Australian dollar/Euro (EXR.M.AUD.EUR.SP00.E)","Bulgarian lev/Euro (EXR.M.BGN.EUR.SP00.E)","Brazilian real/Euro (EXR.M.BRL.EUR.SP00.E)","Canadian dollar/Euro (EXR.M.CAD.EUR.SP00.E)","Swiss franc/Euro (EXR.M.CHF.EUR.SP00.E)","Chinese yuan renminbi/Euro (EXR.M.CNY.EUR.SP00.E)","Euro/Cyprus pound (EXR.M.CYP.EUR.SP00.A)","Czech koruna/Euro (EXR.M.CZK.EUR.SP00.E)","Danish krone/Euro (EXR.M.DKK.EUR.SP00.E)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.A)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.E)","Euro/Estonian kroon (EXR.M.EEK.EUR.SP00.A)","Egyptian pound/Euro (EXR.M.EGP.EUR.SP00.E)","UK pound sterling/Euro (EXR.M.GBP.EUR.SP00.E)","Euro/Greek drachma (EXR.M.GRD.EUR.SP00.A)","Hong Kong dollar/Euro (EXR.M.HKD.EUR.SP00.E)","Euro/Croatian kuna (EXR.M.HRK.EUR.SP00.E)","Hungarian forint/Euro (EXR.M.HUF.EUR.SP00.E)","Indonesian rupiah/Euro (EXR.M.IDR.EUR.SP00.E)","Israeli shekel/Euro (EXR.M.ILS.EUR.SP00.E)","Indian rupee/Euro (EXR.M.INR.EUR.SP00.E)","Iceland krona/Euro (EXR.M.ISK.EUR.SP00.A)","Japanese yen/Euro (EXR.M.JPY.EUR.SP00.E)","Korean won (Republic)/Euro (EXR.M.KRW.EUR.SP00.E)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.A)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.E)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.A)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.E)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.A)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.E)","Euro/Maltese lira (EXR.M.MTL.EUR.SP00.A)","Mexican peso/Euro (EXR.M.MXN.EUR.SP00.E)","Malaysian ringgit/Euro (EXR.M.MYR.EUR.SP00.E)","Norwegian krone/Euro (EXR.M.NOK.EUR.SP00.E)","New Zealand dollar/Euro (EXR.M.NZD.EUR.SP00.E)","Philippine peso/Euro (EXR.M.PHP.EUR.SP00.E)","Polish zloty/Euro (EXR.M.PLN.EUR.SP00.E)","Romanian leu/Euro (EXR.M.RON.EUR.SP00.E)","Russian rouble/Euro (EXR.M.RUB.EUR.SP00.E)","Swedish krona/Euro (EXR.M.SEK.EUR.SP00.E)","Singapore dollar/Euro (EXR.M.SGD.EUR.SP00.E)","Euro/Slovenian tolar (EXR.M.SIT.EUR.SP00.A)","Euro/Slovak koruna (EXR.M.SKK.EUR.SP00.A)","Thai baht/Euro (EXR.M.THB.EUR.SP00.E)","Turkish lira/Euro (EXR.M.TRY.EUR.SP00.E)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.A)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.E)","US dollar/Euro (EXR.M.USD.EUR.SP00.E)","South African rand/Euro (EXR.M.ZAR.EUR.SP00.E)"
"1999-01-31","1999Jan","","","1.8087","","","1.7260","1.6123","","0.58174","36.8270","7.4359","","","15.6466","","0.6910","323.56","8.8192","","249.2400","10158.0000","","","80.6230","132.1000","1337.3300","4.64433","4.55430","0.6619","0.6551","","","0.4410","11.6205","4.3249","8.5785","2.1107","43.8190","4.1610","1.3280","26.3482","8.8800","1.9233","189.0726","42.765","42.0319","0.3779","37.4336","","1.1384","6.8804"
"1999-02-28","1999Feb","","","1.7819","","","1.6684","1.5890","","0.58057","37.9080","7.4344","","","15.6466","","0.6873","321.98","8.5382","","253.9100","9726.9300","","","79.5855","131.3300","1348.5500","4.48451","4.41080","0.6468","0.6432","","","0.4354","10.9870","4.1876","8.6965","2.1071","42.9230","4.3482","1.4075","25.4829","9.0025","1.8965","190.2366","43.091","41.1286","0.3881","36.4090","","1.1018","6.8064"
"1999-03-31","1999Mar","","","1.7060","","","1.6211","1.5981","","0.57959","38.3930","7.4317","","","15.6466","","0.6663","322.50","8.3226","","254.8200","9344.2500","","","78.5722","127.8100","1317.8600","4.35340","4.29830","0.6388","0.6336","","","0.4302","10.2562","4.0814","8.3475","2.0243","41.6470","4.2947","1.6059","26.8834","8.8870","1.8544","190.4445","44.435","40.3843","0.4008","36.0378","","1.0742","6.6493"
"1999-04-30","1999Apr","","","1.6078","","","1.5519","1.6113","","0.57924","37.6430","7.4323","","","15.6466","","0.6571","325.53","8.2125","","250.5200","8718.0500","","","78.2414","126.9000","1258.4500","4.28247","4.23830","0.6320","0.6273","","","0.4280","9.8322","4.0262","8.2515","1.8962","40.2660","4.1883","1.5832","26.1118","8.9075","1.8017","192.0508","44.912","39.4060","0.4135","35.2211","","1.0597","6.4682"
"1999-05-31","1999May","","","1.6074","","","1.5411","1.5943","","0.57877","37.5530","7.4318","","","15.6466","","0.6524","325.21","8.1078","","249.6400","8468.5800","","","78.4252","127.1800","1240.3300","4.25281","4.18400","0.6295","0.6215","","","0.4253","10.1048","3.9729","8.2375","1.9531","39.7030","4.1518","1.6327","25.8552","8.9680","1.8056","193.7697","45.899","38.7724","0.4250","34.8180","","1.0456","6.4984"
"1999-06-30","1999Jun","","","1.5598","","","1.5262","1.6034","","0.57792","36.4180","7.4341","","","15.6466","","0.6563","324.16","8.0116","","249.6400","6883.6200","","","77.1645","124.8200","1195.4700","4.15186","4.13250","0.6206","0.6212","","","0.4222","9.7374","3.9239","8.1045","1.9404","39.2390","4.0580","1.6388","25.0558","8.7470","1.7558","195.4837","45.474","38.0639","0.4349","33.6961","","1.0328","6.2621"
"1999-07-31","1999Jul","","","1.6405","","","1.6099","1.5976","","0.57778","36.6640","7.4426","","","15.6466","","0.6598","324.95","8.3019","","253.5600","7310.3800","","","77.1318","123.1900","1287.2100","4.14242","4.27930","0.6231","0.6322","","","0.4220","10.0757","4.0645","8.3345","2.0168","41.1480","4.1279","1.7167","25.9313","8.7735","1.8023","196.8874","45.016","39.8355","0.4593","33.4212","","1.0694","6.5779"
"1999-08-31","1999Aug","","","1.6564","","","1.5753","1.5997","","0.57871","36.5730","7.4344","","","15.6466","","0.6585","326.41","8.2109","","253.8900","8147.2700","","","77.2755","115.5300","1247.5000","4.23993","4.22860","0.6271","0.6221","","","0.4242","9.9453","4.0184","8.2795","2.0439","41.9500","4.2084","1.7138","26.5460","8.6910","1.7787","196.9873","44.569","40.5355","0.4711","33.9140","","1.0573","6.4302"
"1999-09-30","1999Sep","","","1.6395","","","1.5652","1.5967","","0.57830","35.7750","7.4332","","","15.6466","","0.6475","327.00","8.2833","","257.6900","8959.0300","","","76.2377","112.6700","1297.4600","4.20049","4.26520","0.6154","0.6177","","","0.4225","9.9917","4.0529","8.2810","2.0649","43.6810","4.3687","1.7560","26.8088","8.7235","1.8132","196.3492","43.728","43.8192","0.4918","33.3951","","1.0665","6.4097"
"1999-10-31","1999Oct","","","1.6361","","","1.5419","1.6030","","0.57903","36.6120","7.4337","","","15.6466","","0.6393","329.20","8.1262","","255.3200","7221.2600","","","75.8157","109.5900","1254.4400","4.28333","4.18440","0.6190","0.6113","","","0.4244","10.0768","3.9741","8.2460","2.0589","41.9890","4.4150","1.7643","27.3399","8.6600","1.7408","196.7657","43.651","40.4568","0.5028","34.0097","","1.0453","6.4262"
"1999-11-30","1999Nov","","","1.5918","","","1.4868","1.6021","","0.57782","36.0770","7.4393","","","15.6466","","0.6325","328.72","7.8474","","254.1500","7401.1900","","","74.2845","103.0000","1171.3100","4.13746","4.04350","0.6057","0.5944","","","0.4201","9.5271","3.8396","8.1245","1.9759","41.3760","4.3298","1.8038","26.9802","8.5560","1.6990","196.8145","43.241","39.3804","0.5217","32.8199","","1.0097","6.2369"
"1999-12-31","1999Dec","","","1.5422","","","1.4608","1.6051","","0.57699","36.1030","7.4433","","","15.6466","","0.6217","329.68","7.8033","","254.7000","7052.7700","","","73.2914","102.7300","1137.2800","4.04680","4.01690","0.5922","0.5881","","","0.4160","9.5320","3.8148","8.0765","1.9357","40.4070","4.1587","1.8345","27.6689","8.5625","1.6718","198.1957","42.523","37.5980","0.5446","31.9685","","1.0046","6.1870"
"2000-01-31","2000Jan","1.0048","0.9791","1.5430","","1.7756","1.4195","1.6091","8.1040","0.57721","35.7900","7.4424","68.4537","65.7955","15.6466","","0.6047","331.07","7.6206","7.7473","255.3600","7271.3100","3.9990","42.7180","73.3900","104.6200","1100.2500","4.05703","3.91880","0.5943","0.5829","10.1419","10.0475","0.4150","9.4174","3.7220","8.0825","1.9848","39.7390","4.1153","1.8073","28.0545","8.6000","1.6641","199.8146","42.334","36.7091","0.5472","30.9646","30.0610","0.9791","6.1620"
"2000-02-29","2000Feb","0.9829","0.9713","1.5795","","1.7203","1.4097","1.6067","8.0403","0.57592","35.5850","7.4475","68.0467","68.8820","15.6466","","0.6134","333.18","7.5590","7.7573","256.8100","7201.8200","3.9166","42.3530","71.9438","106.8100","1098.5900","3.93461","3.88450","0.5856","0.5794","10.0797","10.0298","0.4115","9.0943","3.6908","8.0805","1.9986","39.8020","4.0335","1.8350","27.8798","8.4320","1.6740","201.2455","42.238","37.0289","0.5560","30.2193","29.8720","0.9714","6.1684"
"2000-03-31","2000Mar","0.9645","0.9552","1.5811","","1.6809","1.3879","1.5907","7.9070","0.57521","36.2230","7.4460","69.5604","69.9280","15.6466","","0.5985","333.89","7.4357","7.7445","258.3800","7262.4000","3.8383","41.6540","71.0326","98.5300","1056.0600","3.85763","3.82070","0.5728","0.5651","9.9781","9.8940","0.4091","8.8773","3.6288","8.0885","1.9328","39.2870","3.9632","1.8615","27.3498","8.2825","1.6354","202.7540","41.631","36.1497","0.5618","29.6005","29.1170","0.9553","6.2873"
"2000-04-30","2000Apr","0.9467","0.9084","1.5552","","1.6403","1.3457","1.5710","7.5197","0.57452","36.3240","7.4551","69.9779","69.1005","15.6466","","0.5794","335.22","7.0676","7.7080","258.4500","7199.8300","3.6669","39.6540","70.0089","97.4800","1006.9400","3.78939","3.63020","0.5620","0.5452","9.8857","9.7067","0.4051","8.5382","3.4480","8.1475","1.8733","37.4740","4.0607","1.8239","25.7960","8.1400","1.5482","203.9081","41.570","34.5474","0.5541","28.8660","27.7840","0.9085","6.2220"
"2000-05-31","2000May","0.9053","0.9302","1.6250","","1.7034","1.3982","1.5716","7.7001","0.57288","36.1350","7.4631","68.8631","69.6143","15.6466","","0.6225","336.60","7.2422","7.6725","259.2300","8034.2400","3.8780","41.4630","69.3623","99.9000","1049.8400","3.62362","3.71660","0.5497","0.5616","9.7253","9.8575","0.4010","8.8442","3.5317","8.3050","2.0295","39.6350","4.0875","1.9259","26.2449","8.3845","1.6135","204.9301","42.733","36.4073","0.5725","27.8611","28.6380","0.9303","6.4656"
"2000-06-30","2000Jun","0.9490","0.9554","1.5894","","1.7330","1.4157","1.5576","7.9095","0.57456","35.6220","7.4610","70.2209","70.3130","15.6466","","0.6323","336.64","7.4456","7.6304","260.1500","8359.7200","3.9017","42.6840","72.2641","100.5700","1064.6800","3.79714","3.81850","0.5682","0.5696","9.9320","9.9631","0.4102","9.4245","3.6295","8.1850","2.0310","41.2630","4.1835","2.0416","26.7979","8.4210","1.6513","206.8081","42.417","37.4445","0.5907","29.2501","29.4050","0.9556","6.4981"
"2000-07-31","2000Jul","0.9394","0.9238","1.5986","1.9462","1.6513","1.3702","1.5477","7.6504","0.57428","35.4240","7.4569","69.9655","69.5074","15.6466","","0.6179","336.86","7.2155","7.6023","260.5100","8223.5200","3.7785","41.6400","73.4629","101.0400","1033.6100","3.75944","3.70320","0.5651","0.5598","9.8873","9.8346","0.4081","8.6859","3.5171","8.1990","2.0386","41.5570","4.0110","2.0238","25.7673","8.4950","1.6034","207.8614","42.501","38.2484","0.5884","29.0862","28.7560","0.9243","6.4390"
"2000-08-31","2000Aug","0.9038","0.8904","1.5547","1.9463","1.6240","1.3141","1.5498","7.3715","0.57271","35.3700","7.4564","69.1066","68.6653","15.6466","","0.6132","337.27","6.9490","7.5463","261.3600","7376.3400","3.5642","40.8000","72.4117","94.7700","988.3400","3.61747","3.56650","0.5493","0.5435","9.7245","9.6519","0.4016","8.1901","3.3874","8.0745","2.0801","40.2380","3.9060","2.0484","24.7587","8.4160","1.5337","208.5482","42.536","36.3915","0.5822","28.1073","27.6970","0.8906","6.2123"
"2000-09-30","2000Sep","0.8719","0.8765","1.6180","1.9482","1.6141","1.3198","1.5240","7.2548","0.57241","35.5500","7.4570","68.3002","68.2969","15.6466","","0.5967","338.60","6.8302","7.5225","263.7500","7686.9000","3.5270","40.3240","72.4205","94.9400","976.8700","3.48906","3.50500","0.5368","0.5399","9.5608","9.5812","0.3982","8.2914","3.3288","8.0255","2.1510","40.4410","3.9825","2.1187","24.3371","8.5265","1.5247","209.1689","43.094","36.9191","0.5835","27.1994","27.4370","0.8765","6.3745"
"2000-10-31","2000Oct","0.8549","0.8415","1.6377","1.9464","1.6072","1.2887","1.5210","6.9668","0.57241","34.8690","7.4432","67.4313","66.1408","15.6466","","0.5809","339.45","6.5646","7.5547","263.2400","7916.6400","3.4817","39.4240","72.8295","91.8800","958.7000","3.42139","3.36800","0.5324","0.5294","9.4709","9.4138","0.3933","8.0587","3.1970","7.8735","2.1355","43.0120","3.9270","2.0914","23.4580","8.4843","1.4787","209.9911","43.663","36.9962","0.5769","27.2187","27.2210","0.8417","6.3911"
"2000-11-30","2000Nov","0.8560","0.8683","1.6551","1.9479","1.7042","1.3375","1.5095","7.1877","0.57241","34.6280","7.4570","66.8135","66.9189","15.6466","","0.6128","340.16","6.7733","7.5677","264.8700","8266.3700","3.5544","40.6620","74.8877","96.4400","1055.5400","3.42617","3.47270","0.5376","0.5471","9.4972","9.5739","0.3952","8.1654","3.2944","8.0525","2.1387","43.0010","3.8783","2.1997","24.2157","8.7150","1.5244","211.4028","42.930","37.9594","0.5943","27.7800","28.6690","0.8684","6.7062"
"2000-12-31","2000Dec","0.8968","0.9290","1.6770","1.9543","1.8149","1.3965","1.5232","7.7017","0.57270","35.0470","7.4631","67.5464","68.3173","15.6466","","0.6241","340.70","7.2578","7.5800","265.0000","9077.7500","3.7620","43.4290","77.2974","106.9200","1177.0800","3.58885","3.72290","0.5597","0.5764","9.7057","9.8745","0.4020","8.9255","3.5380","8.2335","2.1120","46.5620","3.8498","2.4142","26.6746","8.8313","1.6126","213.0077","43.551","40.2912","0.6243","29.6922","30.8010","0.9305","7.0392"
"2001-01-31","2001Jan","0.9380","0.9292","1.7034","1.9557","1.8321","1.3954","1.5302","7.6918","0.57754","34.6900","7.4611","68.6615","69.7626","15.6466","","0.6367","","7.2477","7.7280","265.1800","8787.4900","3.8482","43.1010","79.8559","107.8700","1170.1700","3.75400","3.71820","0.5791","0.5753","9.9371","9.8938","0.4098","8.9943","3.5317","8.2050","2.1113","45.4710","3.7970","2.4445","26.3448","8.8395","1.6194","214.4049","43.701","39.4949","0.6286","30.6580","30.0930","0.9293","7.2044"
"2001-02-28","2001Feb","0.9216","0.9247","1.7557","1.9506","1.8824","1.4151","1.5416","7.6546","0.57935","34.6420","7.4631","68.7500","68.2872","15.6466","","0.6387","","7.2133","7.7302","266.2200","9088.6200","3.8028","43.0450","79.2740","108.4500","1159.5100","3.68708","3.69990","0.5709","0.5719","9.8634","9.8869","0.4078","8.9659","3.5148","8.2440","2.1415","44.6760","3.7367","2.5018","26.5222","9.0588","1.6121","215.5474","43.710","39.8697","0.9320","29.7875","29.9180","0.9248","7.0978"
"2001-03-31","2001Mar","0.9094","0.8828","1.8158","1.9473","1.9011","1.3904","1.5271","7.3102","0.57892","34.5520","7.4627","68.4584","68.6865","15.6466","","0.6192","","6.8882","7.6776","266.7200","9188.2400","3.7112","41.1840","79.7227","110.7400","1175.5400","3.63828","3.53320","0.5678","0.5588","9.8210","9.7064","0.4057","8.3929","3.3543","8.0570","2.1962","43.7380","3.6062","2.4330","25.3928","9.1570","1.5929","216.0526","43.707","39.6680","0.8994","29.6433","28.9910","0.8832","7.0656"
"2001-04-30","2001Apr","0.8916","0.8870","1.7476","1.9482","1.9549","1.3700","1.5366","7.3467","0.57859","34.5260","7.4644","67.8862","68.5937","15.6466","","0.6195","","6.9223","7.5000","267.3200","10297.9300","3.6747","41.5780","83.2926","109.6700","1171.1900","3.56764","3.54900","0.5615","0.5591","9.8461","10.2433","0.4027","8.2339","3.3735","8.0925","2.1637","45.6300","3.5254","2.5060","25.6977","9.1135","1.6157","216.3876","43.457","40.5036","1.0170","29.3652","29.2190","0.8876","7.1101"
"2001-05-31","2001May","0.8740","0.8480","1.6727","1.9470","1.9854","1.3146","1.5206","7.0189","0.57771","34.1950","7.4556","67.9782","67.4872","15.6466","","0.5973","","6.6142","7.3250","253.7500","9434.5700","3.5073","39.8630","88.1232","101.0000","1086.2900","3.49700","3.39270","0.5515","0.5377","10.1725","10.1031","0.3992","7.7813","3.2228","7.9300","2.0628","42.8290","3.3930","2.4392","24.7410","9.1250","1.5346","217.3480","43.156","38.4845","0.9950","29.0601","28.7960","0.8480","6.7855"
"2001-06-30","2001Jun","0.8530","0.8479","1.6735","1.9474","1.9618","1.2927","1.5228","7.0189","0.57516","33.7800","7.4444","67.6213","67.2205","15.6466","","0.6031","","6.6143","7.3500","243.6300","9659.2900","3.5362","39.8920","89.3638","105.3700","1102.8200","3.41250","3.39260","0.5415","0.5391","10.1308","10.1251","0.3961","7.6969","3.2226","7.8865","2.1045","44.4590","3.3696","2.4719","24.7232","9.2125","1.5451","217.9232","42.778","38.3913","1.0670","29.2613","29.2070","0.8480","6.8332"
"2001-07-31","2001Jul","0.8602","0.8752","1.7282","1.9461","2.1244","1.3389","1.5102","7.2465","0.57403","33.9800","7.4475","67.8481","68.3120","15.6466","","0.6143","","6.8286","7.1899","247.7500","8314.8900","3.6841","41.2130","87.8932","109.3000","1136.4000","3.44292","3.50220","0.5462","0.5520","10.1649","10.2088","0.3969","8.0374","3.3260","7.9850","2.1304","46.8480","3.7103","2.5927","25.6921","9.2785","1.5791","218.8028","42.625","40.0296","1.1630","29.9372","30.4150","0.8755","7.2334"
"2001-08-31","2001Aug","0.9000","0.9157","1.7305","1.9504","2.3179","1.4143","1.5165","7.5801","0.57364","34.3220","7.4465","68.8964","68.9966","15.6466","","0.6285","","7.1430","7.5910","253.7500","8113.6200","3.9031","43.1570","88.7004","108.6500","1171.3100","3.60169","3.66340","0.5625","0.5667","10.2792","10.3210","0.4043","8.4318","3.4789","8.0675","2.0775","46.6910","3.8712","2.7509","26.9395","9.5345","1.5939","219.5067","43.119","40.3507","1.2550","31.1695","31.6260","0.9158","7.6992"
"2001-09-30","2001Sep","0.9109","0.9146","1.8420","1.9475","2.4400","1.4418","1.4761","7.5577","0.57326","33.9120","7.4367","69.2091","68.9240","15.6466","","0.6220","","7.1217","7.5600","257.3500","8874.7400","3.9780","43.7570","91.1570","109.0200","1190.6800","3.64361","3.65080","0.5646","0.5654","10.3118","10.3319","0.4050","8.6805","3.4749","8.1100","2.2395","46.9570","3.8598","2.7876","26.9397","9.7321","1.6123","219.8310","43.545","40.6291","1.3950","31.5038","31.5890","0.9131","8.2217"
"2001-10-31","2001Oct","0.9055","0.9039","1.7942","1.9465","2.4563","1.4347","1.4682","7.4841","0.57429","33.6200","7.4434","68.9722","68.6460","15.6466","","0.6213","","7.0528","7.4060","255.2400","9468.8900","3.8682","43.3850","92.8400","110.3700","1170.9400","3.62229","3.61660","0.5616","0.5609","10.2923","10.2867","0.4046","8.3503","3.4351","7.9985","2.1930","46.9600","3.7050","2.8027","26.8700","9.6122","1.6477","220.2144","43.594","40.4157","1.4380","31.2947","31.2100","0.9042","8.5647"
"2001-11-30","2001Nov","0.8869","0.8876","1.7073","1.9477","2.2614","1.4057","1.4724","7.3649","0.57376","33.0970","7.4425","68.5196","68.4536","15.6466","","0.6238","","6.9395","7.4400","251.7800","9314.3800","3.7674","42.6870","95.3218","110.0600","1128.2700","3.55196","3.55810","0.5549","0.5569","10.2431","10.2460","0.4017","8.2845","3.3815","7.9510","2.1338","46.2280","3.6255","2.8050","26.6481","9.4910","1.6298","220.1049","43.134","39.0732","1.3190","30.6359","30.6740","0.8898","9.1695"
"2001-12-31","2001Dec","0.8920","0.8800","1.7280","1.9463","2.0465","1.4077","1.4829","7.2945","0.57486","31.9620","7.4365","68.7636","68.0060","15.6466","","0.6085","","6.8723","7.3490","245.1800","9227.4300","3.8746","42.4950","93.3650","115.3300","1161.5500","3.56872","3.52280","0.5592","0.5563","10.2544","10.2185","0.4025","8.0466","3.3475","7.9515","2.1215","45.4370","3.4953","2.7817","26.8631","9.3012","1.6306","219.4587","43.090","38.9446","1.2695","30.9141","30.8950","0.8813","10.4302"
"2002-01-31","2002Jan","0.8954","0.8913","1.6976","1.9513","2.0893","1.3672","1.4748","7.1488","0.57604","31.9020","7.4282","68.3146","67.6508","15.6466","","0.6111","","6.7363","7.5810","243.3200","8910.1000","3.9766","41.9030","90.6082","114.7300","1130.9300","3.53201","3.45380","0.5619","0.5554","10.2307","10.1861","0.4009","7.8952","3.2825","7.8410","2.0720","44.2480","3.5987","2.7750","26.5273","9.1700","1.5842","219.6918","42.503","38.0288","1.1420","30.9378","30.2050","0.8637","9.9438"
"2002-02-28","2002Feb","1.8064","1.9076","1.6761","1.9480","2.0217","1.3886","1.4759","7.1604","0.57617","31.6120","7.4317","68.4601","68.1605","15.6466","","0.6112","","6.7470","7.4300","245.6300","8780.2600","4.0033","42.1370","88.1305","116.0700","1145.2200","3.45268","3.45250","0.5580","0.5555","10.1933","10.1659","0.3985","7.8709","3.2872","7.7120","2.0576","44.3340","3.6475","2.8197","26.8261","9.0625","1.5870","222.7202","42.220","37.8373","1.2050","30.5133","30.3730","0.8651","9.8682"
"2002-03-31","2002Mar","2.1814","2.6390","1.6382","1.9504","2.0288","1.3923","1.4670","7.2209","0.57510","31.0130","7.4336","69.2877","69.2803","15.6466","","0.6130","","6.8044","7.4100","243.5400","8570.3500","4.1046","42.5510","87.9735","115.5100","1153.3100","3.45237","3.45270","0.5566","0.5548","10.2074","10.1940","0.3999","7.8427","3.3148","7.7030","1.9825","44.5140","3.5902","2.8751","27.1460","9.0304","1.6057","223.5431","41.951","37.9058","1.1720","30.6652","30.5320","0.8724","9.9389"
"2002-04-30","2002Apr","2.6394","2.6484","1.6772","1.9513","2.1281","1.4126","1.4621","7.4559","0.57613","30.6400","7.4340","70.8619","72.1103","15.6466","","0.6188","","7.0255","7.4140","243.1500","8405.8700","4.4112","44.0840","85.9838","115.6600","1161.1300","3.45280","3.45260","0.5600","0.5648","10.2343","10.2758","0.4008","8.4189","3.4235","7.5730","2.0163","45.6080","3.6037","3.0112","28.1475","9.2540","1.6318","224.3736","41.713","38.9481","1.2090","30.9227","31.2780","0.9008","9.6160"
"2002-05-31","2002May","3.0832","3.4169","1.6514","1.9521","2.3580","1.4382","1.4644","7.7696","0.57853","30.4180","7.4323","73.0864","74.3477","15.6466","","0.6405","","7.3216","7.3790","242.6000","8159.1300","4.6198","45.9760","84.2586","116.3900","1139.9600","3.45238","3.45240","0.5716","0.5815","10.3268","10.3947","0.4064","9.0947","3.5649","7.4780","1.9441","47.1070","3.7783","3.1447","29.4048","9.1070","1.6758","225.2300","43.002","39.7285","1.3570","31.5865","32.0300","0.9387","9.1903"
"2002-06-30","2002Jun","3.5087","3.8504","1.7702","1.9517","2.8159","1.5005","1.4721","8.2563","0.58007","29.2670","7.4292","75.9956","79.5107","15.6466","","0.6498","","7.7805","7.3233","244.9300","8692.0900","4.7431","48.7430","85.2845","118.2000","1188.3200","3.45245","3.45230","0.5842","0.5989","10.4285","10.5565","0.4130","9.9665","3.7909","7.4305","2.0397","50.2040","4.0598","3.3408","31.4444","9.1015","1.7586","226.0053","44.325","41.4204","1.5780","32.4668","33.4700","0.9975","10.3043"
"2002-07-31","2002Jul","3.6152","3.5806","1.7885","1.9470","3.2724","1.5425","1.4546","8.0974","0.57720","30.3300","7.4291","79.1210","77.5988","15.6466","","0.6261","","7.6306","7.4250","245.2000","8867.3500","4.5814","47.5820","84.8761","117.4200","1152.4400","3.45283","3.45220","0.5952","0.5906","10.5167","10.4772","0.4160","9.5414","3.7174","7.4270","2.0788","50.1600","4.0925","3.2110","30.8443","9.2445","1.7254","226.5774","44.494","41.1110","1.6600","33.1357","33.0190","0.9783","9.9498"
"2002-08-31","2002Aug","3.5440","3.5645","1.7800","1.9482","3.0030","1.5315","1.4694","8.1388","0.57363","30.4440","7.4252","77.9304","77.7985","15.6466","","0.6352","","7.6697","7.3700","245.2000","8706.6800","4.5847","47.6440","84.2155","116.3500","1176.0300","3.45258","3.45240","0.5898","0.5907","10.4848","10.4931","0.4140","9.7514","3.7353","7.3815","2.0970","50.9770","4.0720","3.2689","31.0778","9.1731","1.7195","227.2065","43.928","41.4707","1.6020","33.2211","33.6690","0.9833","10.3344"
"2002-09-30","2002Sep","3.5880","3.7024","1.8101","1.9469","3.8972","1.5566","1.4611","8.1611","0.57338","30.2850","7.4274","77.6871","78.8159","15.6466","","0.6295","","7.6905","7.3530","243.8000","8868.5400","4.8117","47.6760","85.8152","119.6700","1204.8900","3.45257","3.45220","0.5912","0.5941","10.4881","10.4986","0.4129","10.0922","3.7470","7.3415","2.0936","51.6940","4.0926","3.2578","31.2748","9.1516","1.7542","228.0443","42.929","42.6862","1.6370","33.8983","34.4330","0.9860","10.4077"
"2002-10-31","2002Oct","3.6096","3.4968","1.7813","1.9466","3.6161","1.5449","1.4633","8.1644","0.57250","30.7780","7.4319","77.8684","78.0145","15.6466","","0.6326","","7.6932","7.4880","241.3300","9104.9400","4.7022","47.6850","86.0778","121.0400","1205.0800","3.45260","3.45280","0.5953","0.5970","10.4932","10.5298","0.4129","10.0322","3.7485","7.3650","2.0405","52.4050","3.9777","3.3070","31.3255","9.0900","1.7435","228.7328","41.797","42.7182","1.6480","34.2937","34.2850","0.9864","9.8477"
"2002-11-30","2002Nov","3.5615","3.5688","1.7755","1.9535","3.6030","1.5586","1.4754","8.2166","0.57200","30.8570","7.4261","79.3918","78.5004","15.6466","","0.6395","","7.7417","7.4280","237.7200","8912.4200","4.6141","47.9600","86.1767","121.5600","1187.4700","3.45280","3.45240","0.6012","0.5984","10.5474","10.5148","0.4148","10.0606","3.7725","7.2820","1.9990","53.1370","3.9860","3.3300","31.6213","9.0453","1.7527","229.4644","41.540","43.1797","1.5230","34.7520","34.5590","0.9927","9.2276"
"2002-12-31","2002Dec","3.5953","3.5394","1.8556","1.9546","3.7124","1.6550","1.4524","8.6801","0.57298","31.5770","7.4288","80.9317","83.5866","15.6466","","0.6505","","8.1781","7.4750","236.2900","9387.2100","4.9708","50.2930","84.9200","124.3900","1243.7600","3.45229","3.45250","0.6049","0.6140","10.5875","10.6547","0.4160","10.9605","3.9857","7.2756","1.9975","56.3180","4.0210","3.5135","33.5108","9.1528","1.8199","230.0165","41.745","45.2369","1.7380","35.4940","36.4480","1.0487","9.0094"
"2003-01-31","2003Jan","3.4864","3.5422","1.8397","1.9557","3.8256","1.6562","1.4678","8.9524","0.57691","31.5720","7.4368","84.3522","86.1440","15.6466","","0.6557","","8.4363","7.5675","243.9800","9596.4600","5.2176","51.6610","84.4527","129.1700","1265.4700","3.45288","3.45250","0.6195","0.6255","10.6848","10.7413","0.4194","11.8522","4.1112","7.4520","1.9820","58.2330","4.1345","3.5848","34.4580","9.2285","1.8766","230.7055","41.638","46.2296","1.7810","36.7607","37.5440","1.0816","9.2639"
